0.0,0.001,0.0,0.001,0.0,0,1998,0.0
0.0,0.001,0.0,0.001,0.001,1799,199,0.9004004004
0.0,0.001,0.0,0.001,0.002,1799,199,0.9004004004
0.0,0.001,0.0,0.001,0.003,1799,199,0.9004004004
0.0,0.001,0.0,0.001,0.004,1799,199,0.9004004004
0.0,0.001,0.0,0.001,0.005,1799,199,0.9004004004
0.0,0.001,0.0,0.001,0.006,1799,199,0.9004004004
0.0,0.001,0.0,0.001,0.007,1799,199,0.9004004004
0.0,0.001,0.0,0.001,0.008,1799,199,0.9004004004
0.0,0.001,0.0,0.001,0.009,1799,199,0.9004004004
0.0,0.001,0.0,0.001,0.01,1799,199,0.9004004004
0.0,0.001,0.0,0.001,0.011,1799,199,0.9004004004
0.0,0.001,0.0,0.001,0.012,1799,199,0.9004004004
0.0,0.001,0.0,0.001,0.013,1799,199,0.9004004004
0.0,0.001,0.0,0.001,0.014,1799,199,0.9004004004
0.0,0.001,0.0,0.001,0.015,1799,199,0.9004004004
0.0,0.001,0.0,0.001,0.016,1799,199,0.9004004004
0.0,0.001,0.0,0.001,0.017,1799,199,0.9004004004
0.0,0.001,0.0,0.001,0.018,1799,199,0.9004004004
0.0,0.001,0.0,0.001,0.019,1799,199,0.9004004004
0.0,0.001,0.0,0.001,0.02,1799,199,0.9004004004
0.0,0.001,0.0,0.001,0.021,1799,199,0.9004004004
0.0,0.001,0.0,0.001,0.022,1799,199,0.9004004004
0.0,0.001,0.0,0.001,0.023,1799,199,0.9004004004
0.0,0.001,0.0,0.001,0.024,1799,199,0.9004004004
0.0,0.001,0.0,0.001,0.025,1799,199,0.9004004004
0.0,0.001,0.0,0.001,0.026,1799,199,0.9004004004
0.0,0.001,0.0,0.001,0.027,1799,199,0.9004004004
0.0,0.001,0.0,0.001,0.028,1799,199,0.9004004004
0.0,0.001,0.0,0.001,0.029,1799,199,0.9004004004
0.0,0.001,0.0,0.001,0.03,1799,199,0.9004004004
